id,job_title,company_id,location_id,employment_type_id,salary_range_id,job_description,listing_date
293,Business Analyst,1103,870,4,3,Job description for Business Analyst position at company 1103,2025-09-29 14:08:53
294,System Administrator,399,503,3,20,Job description for System Administrator position at company 399,2025-09-28 14:08:53
295,Sales Representative,1861,683,3,13,Job description for Sales Representative position at company 1861,2023-09-14 14:08:53
296,Mobile Developer,758,396,3,1,Job description for Mobile Developer position at company 758,2024-06-20 14:08:53
297,Technical Writer,720,316,4,18,Job description for Technical Writer position at company 720,2023-05-14 14:08:53
298,Backend Developer,1491,910,4,14,Job description for Backend Developer position at company 1491,2025-05-10 14:08:53
299,Cybersecurity Specialist,336,826,4,14,Job description for Cybersecurity Specialist position at company 336,2023-08-28 14:08:53
300,Business Analyst,295,213,3,16,Job description for Business Analyst position at company 295,2025-10-26 14:08:53
301,Scrum Master,136,956,5,13,Job description for Scrum Master position at company 136,2023-05-16 14:08:53
302,Software Engineer,839,655,3,14,Job description for Software Engineer position at company 839,2023-11-09 14:08:53
303,Game Developer,1455,582,2,7,Job description for Game Developer position at company 1455,2023-12-01 14:08:53
304,Database Administrator,593,568,4,2,Job description for Database Administrator position at company 593,2024-07-26 14:08:53
305,QA Engineer,1012,573,4,8,Job description for QA Engineer position at company 1012,2023-01-09 14:08:53
306,Software Engineer,316,269,3,16,Job description for Software Engineer position at company 316,2023-07-28 14:08:53
307,Cybersecurity Specialist,855,184,4,8,Job description for Cybersecurity Specialist position at company 855,2023-01-13 14:08:53
308,UX Designer,1567,284,4,3,Job description for UX Designer position at company 1567,2024-11-25 14:08:53
309,AI Engineer,1159,447,3,16,Job description for AI Engineer position at company 1159,2023-07-18 14:08:53
310,Solution Architect,1050,751,5,1,Job description for Solution Architect position at company 1050,2024-04-30 14:08:53
311,Operations Manager,1192,60,2,11,Job description for Operations Manager position at company 1192,2025-06-17 14:08:53
312,Financial Analyst,732,168,1,9,Job description for Financial Analyst position at company 732,2024-11-24 14:08:53
313,Network Engineer,1304,934,3,2,Job description for Network Engineer position at company 1304,2024-07-01 14:08:53
314,Cybersecurity Specialist,1085,655,1,17,Job description for Cybersecurity Specialist position at company 1085,2023-12-17 14:08:53
315,Customer Success Manager,1567,97,5,6,Job description for Customer Success Manager position at company 1567,2024-09-06 14:08:53
316,Project Manager,1694,866,3,9,Job description for Project Manager position at company 1694,2024-11-27 14:08:53
317,DevOps Engineer,1095,594,3,5,Job description for DevOps Engineer position at company 1095,2022-12-12 14:08:53
318,Financial Analyst,1062,289,3,16,Job description for Financial Analyst position at company 1062,2025-03-08 14:08:53
319,Scrum Master,1887,933,2,4,Job description for Scrum Master position at company 1887,2024-02-05 14:08:53
320,HR Manager,1031,227,2,18,Job description for HR Manager position at company 1031,2025-10-27 14:08:53
321,UX Designer,855,472,1,4,Job description for UX Designer position at company 855,2023-08-11 14:08:53
322,Data Scientist,983,357,3,12,Job description for Data Scientist position at company 983,2023-08-27 14:08:53
323,Web Developer,1823,612,5,11,Job description for Web Developer position at company 1823,2023-11-03 14:08:53
324,QA Engineer,59,763,1,8,Job description for QA Engineer position at company 59,2023-08-06 14:08:53
325,HR Manager,1410,233,3,5,Job description for HR Manager position at company 1410,2024-01-19 14:08:53
326,Financial Analyst,161,436,1,3,Job description for Financial Analyst position at company 161,2022-12-24 14:08:53
327,AI Engineer,1552,442,1,7,Job description for AI Engineer position at company 1552,2023-06-24 14:08:53
328,Product Manager,1625,676,5,19,Job description for Product Manager position at company 1625,2023-03-17 14:08:53
329,AI Engineer,244,931,3,2,Job description for AI Engineer position at company 244,2023-03-31 14:08:53
330,QA Engineer,1368,11,1,4,Job description for QA Engineer position at company 1368,2024-01-10 14:08:53
331,Frontend Developer,379,687,3,1,Job description for Frontend Developer position at company 379,2023-05-20 14:08:53
332,HR Manager,1733,765,3,19,Job description for HR Manager position at company 1733,2024-10-28 14:08:53
333,Technical Writer,329,876,5,20,Job description for Technical Writer position at company 329,2024-03-25 14:08:53
334,Marketing Manager,203,840,5,1,Job description for Marketing Manager position at company 203,2025-11-03 14:08:53
335,Backend Developer,1466,197,3,6,Job description for Backend Developer position at company 1466,2022-11-24 14:08:53
336,DevOps Engineer,1893,220,5,16,Job description for DevOps Engineer position at company 1893,2024-12-05 14:08:53
337,Customer Success Manager,901,690,1,6,Job description for Customer Success Manager position at company 901,2024-11-11 14:08:53
338,Database Administrator,869,220,5,8,Job description for Database Administrator position at company 869,2025-02-27 14:08:53
339,UX Designer,1560,322,1,15,Job description for UX Designer position at company 1560,2023-06-29 14:08:53
340,Financial Analyst,1016,781,3,10,Job description for Financial Analyst position at company 1016,2023-02-07 14:08:53
341,Business Analyst,672,506,1,13,Job description for Business Analyst position at company 672,2024-06-18 14:08:53
342,Game Developer,1230,754,3,15,Job description for Game Developer position at company 1230,2024-02-21 14:08:53
343,Network Engineer,596,876,4,7,Job description for Network Engineer position at company 596,2023-04-07 14:08:53
344,AI Engineer,1924,696,3,6,Job description for AI Engineer position at company 1924,2022-12-12 14:08:53
345,Research Scientist,1377,108,4,15,Job description for Research Scientist position at company 1377,2025-10-21 14:08:53
346,Business Analyst,245,147,4,13,Job description for Business Analyst position at company 245,2023-06-12 14:08:53
347,Operations Manager,133,373,2,11,Job description for Operations Manager position at company 133,2023-12-31 14:08:53
348,System Administrator,252,239,4,16,Job description for System Administrator position at company 252,2024-06-08 14:08:53
349,Cloud Architect,1549,809,4,12,Job description for Cloud Architect position at company 1549,2025-07-17 14:08:53
350,System Administrator,993,524,3,5,Job description for System Administrator position at company 993,2025-06-04 14:08:53
351,DevOps Engineer,251,257,4,16,Job description for DevOps Engineer position at company 251,2024-03-02 14:08:53
352,Financial Analyst,61,102,1,3,Job description for Financial Analyst position at company 61,2025-09-01 14:08:53
353,Data Scientist,1991,184,4,20,Job description for Data Scientist position at company 1991,2024-09-15 14:08:53
354,HR Manager,621,637,5,4,Job description for HR Manager position at company 621,2023-04-21 14:08:53
355,Research Scientist,1624,478,2,10,Job description for Research Scientist position at company 1624,2025-08-31 14:08:53
356,Research Scientist,1034,268,5,11,Job description for Research Scientist position at company 1034,2022-12-22 14:08:53
357,Product Manager,882,902,1,13,Job description for Product Manager position at company 882,2025-05-25 14:08:53
358,Project Manager,1747,386,4,15,Job description for Project Manager position at company 1747,2023-01-28 14:08:53
359,Product Manager,363,571,3,6,Job description for Product Manager position at company 363,2025-08-18 14:08:53
360,Mobile Developer,276,320,4,16,Job description for Mobile Developer position at company 276,2023-06-28 14:08:53
361,Research Scientist,1352,568,5,19,Job description for Research Scientist position at company 1352,2025-07-05 14:08:53
362,AI Engineer,1152,875,2,17,Job description for AI Engineer position at company 1152,2023-03-10 14:08:53
363,System Administrator,540,507,5,13,Job description for System Administrator position at company 540,2024-11-07 14:08:53
364,Cybersecurity Specialist,657,63,1,19,Job description for Cybersecurity Specialist position at company 657,2023-02-16 14:08:53
365,Financial Analyst,1715,376,3,19,Job description for Financial Analyst position at company 1715,2023-01-10 14:08:53
366,Scrum Master,780,100,4,12,Job description for Scrum Master position at company 780,2024-11-16 14:08:53
367,Network Engineer,720,58,2,8,Job description for Network Engineer position at company 720,2024-03-10 14:08:53
368,QA Engineer,1214,87,1,10,Job description for QA Engineer position at company 1214,2023-07-08 14:08:53
369,Scrum Master,348,21,5,11,Job description for Scrum Master position at company 348,2023-01-31 14:08:53
370,Game Developer,1348,885,4,19,Job description for Game Developer position at company 1348,2025-10-05 14:08:53
371,Network Engineer,547,21,4,19,Job description for Network Engineer position at company 547,2022-12-31 14:08:53
372,Project Manager,774,585,4,11,Job description for Project Manager position at company 774,2023-06-04 14:08:53
373,Research Scientist,205,708,2,11,Job description for Research Scientist position at company 205,2025-08-29 14:08:53
374,Scrum Master,342,630,3,12,Job description for Scrum Master position at company 342,2025-04-26 14:08:53
375,Frontend Developer,1018,651,1,18,Job description for Frontend Developer position at company 1018,2024-01-28 14:08:53
376,Cybersecurity Specialist,544,49,3,19,Job description for Cybersecurity Specialist position at company 544,2025-02-16 14:08:53
377,Full Stack Developer,1280,761,1,19,Job description for Full Stack Developer position at company 1280,2023-05-29 14:08:53
378,Scrum Master,560,69,5,17,Job description for Scrum Master position at company 560,2025-07-16 14:08:53
379,Mobile Developer,430,356,1,10,Job description for Mobile Developer position at company 430,2025-09-14 14:08:53
380,QA Engineer,887,680,5,11,Job description for QA Engineer position at company 887,2023-12-30 14:08:53
381,Network Engineer,824,258,5,17,Job description for Network Engineer position at company 824,2025-06-01 14:08:53
382,Customer Success Manager,1805,20,5,6,Job description for Customer Success Manager position at company 1805,2025-09-03 14:08:53
383,Backend Developer,1354,986,4,9,Job description for Backend Developer position at company 1354,2025-11-11 14:08:53
384,Mobile Developer,1915,580,1,17,Job description for Mobile Developer position at company 1915,2023-12-31 14:08:53
385,Solution Architect,948,152,2,5,Job description for Solution Architect position at company 948,2024-07-22 14:08:53
386,Mobile Developer,841,327,1,7,Job description for Mobile Developer position at company 841,2025-03-09 14:08:53
387,Cloud Architect,1687,294,2,9,Job description for Cloud Architect position at company 1687,2024-03-13 14:08:53
388,System Administrator,489,117,2,7,Job description for System Administrator position at company 489,2023-01-11 14:08:53
389,Data Engineer,1633,848,3,15,Job description for Data Engineer position at company 1633,2025-08-06 14:08:53
